y,text,text_pt,processed_text,sentiment_label
positive,"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .","De acordo com o CEO do Nordea Bank Estonia, Vahur Kraft, Nordea Finland e Stockmann vêm cooperando há mais de dez anos.",accord ceo nordea bank estonia vahur kraft nordea finland stockmann cooperate ten year,0
neutral,The deal includes an option for Cramo to buy out the minority stake in 2011 .,O negócio inclui uma opção para a Cramo comprar a participação minoritária em 2011.,deal include option cramo buy minority stake,2
positive,"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",A transação dobra a força de trabalho da Tecnomens e adiciona um quarto às vendas líquidas.,transaction double tecnomens workforse add fourth net sale,0
negative,"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .","Os resultados básicos da TeliaSonera, no entanto, incluíram 457 milhões de skr em itens pontuais positivos, portanto, o EBITDA básico ajustado na verdade chega a 7,309 bilhões de skr, claramente abaixo das expectativas, disseram analistas.",teliasonera underlie result however include mln skr positive oneoffs hence adjust underlying ebitda actually amount bln skr clearly expectation analyst say,1
positive,"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .","Com base em sua experiência única em fibra e abordagem inovadora, a empresa tem uma forte posição de mercado em várias áreas de negócios em que opera.",base upon unique fiber expertise innovative approach company strong market position several business area operate,0
neutral,Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .,"A Administração da Aviação Civil da Finlândia decidiu reabrir temporariamente o aeroporto de Helsinque, a capital finlandesa, a partir das 15h. às 23h00 Segunda-feira, hora local.",finnish civil aviation administration decide temporarily reopen finnish capital helsinki airport since pm pm monday local time,2
neutral,Our purchase to pay solutions enable companies to gain visibility and control over business-critical financial processes .,Nossas soluções de compra para pagar permitem que as empresas ganhem visibilidade e controle sobre os processos financeiros essenciais aos negócios.,purchase pay solution enable company gain visibility control businesscritical financial process,2
neutral,"With this , the company will exit the contract manufacturing service segment .","Com isso, a empresa sairá do segmento de serviços de manufatura por contrato.",company exit contract manufacture service segment,2
negative,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,"A parte de mercado diminuiu 0,1 pontos percentuais na rota entre Helsínquia, na Finlândia, e Tallinn, na Estónia, para 24,8%.",market share decrease route helsinki finland tallinn estonia percentage point,1
neutral,"The opportunity will be available only for few employees , however .","A oportunidade estará disponível apenas para alguns funcionários, no entanto.",opportunity available employee however,2
neutral,"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .","Uma folha de instruções para download, um vídeo de instrução e idéias de projeto para o premiado Everywhere Punch TM Window System podem ser encontrados em www.fiskars.com.",downloadable instruction sheet instructional video project idea awardwinning everywhere punch tm window system find wwwfiskarscom,2
neutral,The output of the contracts totals 72 MWe .,A produção dos contratos totaliza 72 MWe.,output contract total mwe,2
positive,"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .","A empresa finlandesa de tecnologia de wafer de silício Okmetic Oyj (OMX Helsinki: OKM1V) relatou na quinta-feira (7 de agosto) um lucro operacional de EUR 5,3 milhões para o período de janeiro a junho de 2008, acima dos EUR3,3 milhões no período correspondente em 2007.",finnish silicon wafer technology company okmetic oyj omx helsinki okmv report thursday august operating profit eur period januaryjune eur correspond period,0
neutral,The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,O aplicativo para iPad se junta ao aplicativo para iPhone como parte da gama de aplicativos móveis da Monster para procurar empregos.,ipad application join iphone app part monster range mobile application job hunt,2
positive,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,"A fabricante finlandesa de fibras e produtos plásticos Suominen Corporation disse que seu prejuízo líquido diminuiu para 1,6 milhão de euros, US $ 2,0 milhões, nos primeiros nove meses de 2006, de 2,16 milhões de euros, US $ 2,7 milhões no mesmo período de 2005.",finnish fiber plastic product maker suominen corporation say net loss narrow mln euro mln first nine month mln euro mln period,0
positive,Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,A Teleste e a Sentry 360 formaram uma parceria de integração entre a avançada linha de produtos de câmeras imersivas de 360 graus da Sentry e os sistemas de gerenciamento de vídeo corporativo da Teleste.,teleste sentry form integration partnership sentry advance degree immersive camera product line teleste enterprise video management system,0
neutral,Terms of the acquisition were not disclosed .,Os termos da aquisição não foram divulgados .,term acquisition disclose,2
negative,Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,A empresa finlandesa de equipamentos esportivos Amer Sports disse que decidiu demitir 370 trabalhadores de sua divisão Salomon na França.,finnish sport equipment company amer sport say decided lay worker salomon division france,1
neutral,"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",As refinarias da Neste Oil têm uma capacidade combinada de refino de petróleo bruto de aproximadamente 260.000 barris por dia.,neste oil refinery combine crude oil refining capacity approximately barrels day,2
neutral,"When the negotiations were started , Neste Oil anticipated that 450 people would be affected .","Quando as negociações foram iniciadas, a Neste Oil antecipou que 450 pessoas seriam afetadas.",negotiation start neste oil anticipate people would affect,2
neutral,"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .","A F-Secure, desenvolvedora de soluções de segurança como serviço por meio de provedores de serviços de Internet e operadoras de telefonia móvel, anunciou os resultados de sua Pesquisa anual de bem-estar online.",fsecure developer security solution service internet service provider mobile operator announce result annual online wellbeing survey,2
neutral,The other deal is for process cranes to the Russian steel mill PNTZ in Pervorouralsky through an order placed by Turkish construction company Gama Endustri Tesisleri Imalat ve Montaj AS .,O outro negócio é para guindastes de processo para a siderúrgica russa PNTZ em Pervorouralsky por meio de um pedido feito pela construtora turca Gama Endustri Tesisleri Imalat ve Montaj AS.,deal process crane russian steel mill pntz pervorouralsky order place turkish construction company gama endustri tesisleri imalat montaj,2
neutral,"Cathay Forest 's strategy is to develop sustainable , regenerative forest assets .",A estratégia da Cathay Forest é desenvolver ativos florestais sustentáveis e regenerativos.,cathay forest strategy develop sustainable regenerative forest asset,2
positive,"According to Finnish pension insurance company Varma , Varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .","De acordo com a Varma, a seguradora de pensões finlandesa, a Varma recebia mais de dois terços das receitas da cobertura de pensões relacionadas com os rendimentos que estavam em licitação na Finlândia.",accord finnish pension insurance company varma varma recipient two third revenue earningsrelated pension cover competitive tendering finland,0
neutral,Payment of shares shall be effected on subscription .,O pagamento das ações será efetuado no ato da subscrição.,payment share shall effect subscription,2
positive,Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,"A empresa de alimentos listada da Finlan, HKScan Group, empresas controladas pelo Grupo no Báltico, melhorou as receitas em EUR 3,5 milhões para EUR 160,4 milhões em 2010, de EUR 156,9 milhões no ano anterior.",finlan list food industry company hkscan group control company baltic improve revenue eur mn eur mn eur mn year,0
positive,"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .","A Ixonos estima que contratará 20 especialistas em engenharia mecânica, projeto eletrônico e P&D para sua nova unidade em Jyvaeskylae até o final de 2009.",ixonos estimate hire specialist mechanical engineering electronics design rd new unit jyvaeskylae end,0
negative,"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .","- As vendas do Grupo durante o período foram de EUR 37,5 milhões (EUR 48,2 milhões, 1-9 / 2008) e o resultado antes dos impostos foi uma perda de EUR -3,5 (+1,2) milhões.",group sale period eur million eur million result tax loss eur million,1
positive,Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,"O lucro operacional aumentou para 103,4 milhões de euros de 23,2 milhões de euros no período correspondente em 2006.",operating profit rise eur mn eur correspond period,0
neutral,"`` Over the years , the color orange has become synonymous with quality .","`` Com o passar dos anos, a cor laranja se tornou sinônimo de qualidade.",year color orange become synonymous quality,2
neutral,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .","O Grupo possui e opera uma frota de mais de 800 dwt, enquanto a capacidade de contêineres é de 17.000 TEUs, e gerencia uma frota diversificada de seu próprio material rodante ferroviário de mais de 17.000 unidades.",group own operate fleet dwt container capacity teus manages diversify fleet railway roll stock unit,2
neutral,"from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai .","da LINHA DE NEGÓCIOS, 16 de maio de 2008 Sriperumbudur, 15 de maio - os dois principais fornecedores da Nokia - Aspocomp e Wintek - devem iniciar as operações dentro de três meses no Nokia Telecom Park em Sriperumbudur, 45 km a oeste de Chennai.",business line may sriperumbudur may nokia two key supplier aspocomp wintek likely start operation within three month nokia telecom park sriperumbudur km west chennai,2
neutral,Radiation and today is a full service house expert in radiation and nuclear safety issues .,Radiação e hoje é especialista em questões de radiação e segurança nuclear.,radiation today full service house expert radiation nuclear safety issue,2
negative,Metso estimates the need for personnel reductions to amount to 25 people .,A Metso estima a necessidade de redução de pessoal em 25 pessoas.,metso estimate need personnel reduction amount people,1
negative,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''","`` No entanto, o rápido aumento dos custos e o fortalecimento do euro foram desafiadores para toda a indústria e impactaram nossos resultados. ''",however rapidly increase cost strengthen euro challenge whole industry impact result,1
positive,"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .","No primeiro trimestre de 2010, o resultado da marcação a mercado foi um lucro antes dos impostos de 133 milhões de euros versus uma perda de 32 milhões de euros no mesmo período do ano passado.",first quarter marktomarket result pretax profit eur million versus loss eur million period last year,0
neutral,"The outsourcing agreement , which covers equipment and depots in Turku and Tampere , will run for five years , Cramo said on Thursday .","O acordo de terceirização, que cobre equipamentos e depósitos em Turku e Tampere, será executado por cinco anos, disse Cramo na quinta-feira.",outsource agreement cover equipment depot turku tampere run five year cramo say thursday,2
positive,A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .,"A & euro; 4,8 milhões de investimentos em 13,6% da Lewa renderam Deutsche Beteiligungs & euros; 21 milhões.",euro million investment lewa net deutsche beteiligungs euro million,0
negative,Nokia will certainly disagree with Qualcomm 's views on the patent situation .,A Nokia certamente discordará da opinião da Qualcomm sobre a situação das patentes.,nokia certainly disagree qualcomm view patent situation,1
positive,"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .","A Neste Oil da Finlândia foi premiada com o Prêmio de Inovação da Federação da Indústria Química da Finlândia por sua tecnologia NExBTL, que permite que o biodiesel seja produzido a partir de óleo vegetal e gordura animal.",finland neste oil award chemical industry federation finland innovation award nexbtl technology enables biodiesel produce vegetable oil animal fat,0
negative,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,"O lucro operacional comparável diminuiu para EUR 13,8 milhões de EUR 17,1 milhões no período correspondente em 2005.",comparable operating profit decrease eur mn eur mn corresponding period,1
positive,"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .","“Este pedido de navio ajudará a Aspo a garantir a competitividade de sua frota a longo prazo, tanto em termos de tecnologia quanto de preços.",vessel order help aspo secure longterm competitiveness fleet term technology pricing,0
positive,Sanoma Magazines ' net sales are estimated to grow in 2006 .,As vendas líquidas das revistas Sanoma devem crescer em 2006.,sanoma magazine net sale estimate grow,0
neutral,-- Christine Idzelis EQT Partners sheds Salcomp Swedish financial investor EQT Partners is selling a majority of its stake in mobile phone charger manufacturer Salcomp Oyj to Nordic investment company Nordstjernan AB .,- Christine Idzelis EQT Partners dispensa Salcomp O investidor financeiro sueco EQT Partners está vendendo a maioria de sua participação na fabricante de carregadores de celular Salcomp Oyj para a empresa de investimentos nórdica Nordstjernan AB.,christine idzelis eqt partner shed salcomp swedish financial investor eqt partner sell majority stake mobile phone charger manufacturer salcomp oyj nordic investment company nordstjernan ab,2
neutral,Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,Sr. K.R. Vasantha foi nomeado Diretor Administrativo da Incap Contract Manufacturing Services Unip. Ltd.,mr kr vasantha appoint manage director incap contract manufacturing service pvt ltd,2
neutral,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .","Em 2008, AVC Systemhaus teve vendas líquidas de EUR 10 milhões, USD 7,1 milhões.",avc systemhaus net sale eur million usd,2
neutral,The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,A proposta que o Conselho de Administração fará na Assembleia Geral Ordinária encontra-se anexa a este comunicado em conjunto.,proposal board director make annual general meeting attach whole release,2
neutral,"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .","`` Porque somos uma seguradora de pensão, somos obrigados a diversificar e não colocar muito em uma classe de ativos.",pension insurance company require diversify put much one asset class,2
positive,"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .","A produção de chumbo, por sua vez, deve aumentar para 60.000 toneladas até 2009, o que seria um aumento de duas vezes em relação aos níveis de capacidade atuais, disse Zahariev.",lead production turn increase tonne would twofold increase current capacity level zahariev say,0
neutral,"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .","A TomTom, com sede em Den Bosch, é a maior fabricante europeia de dispositivos de navegação automotiva, enquanto a Garmin, com sede nas Ilhas Cayman, é maior nos EUA e em geral.",den boschbased tomtom europe large maker automotive navigation device cayman islandsbased garmin large u overall,2
negative,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .","O lucro operacional para o período de 12 meses diminuiu de EUR17,9 milhões, enquanto as vendas líquidas aumentaram de EUR58,3 milhões, em comparação com 2007.",operating profit month period decrease eur net sale increase eur compare,1
neutral,"We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th .","Fomos ao mercado com guidance de yield de 7,25% da área, o que nos deu flexibilidade para subir ou descer de 1 a 8º.",go market yield guidance area give u flexibility go th,2
positive,Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,"As vendas líquidas da empresa farmacêutica finlandesa Orion aumentaram para EUR 190 milhões no primeiro trimestre de 2009, de EUR 180 milhões no primeiro trimestre de 2008.",finnish pharmaceutical company orion net sale rise eur mn first quarter eur mn first quarter,0
positive,"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",MANAVIGATOR-7 de setembro de 2010-Kemira revela JV indiano com IVRCL grupo químico finlandês Kemira (HEL: KRA1V) na terça-feira anunciou que fechou um acordo para formar uma joint venture na Índia com a empresa de construção local IVRCL Infrastructure and Projects Ltd (BOM: 530773 ),manavigatorseptember kemira unveils indian jv ivrcl finnish chemical group kemira hel krav tuesday announce inked deal form joint venture india local construction firm ivrcl infrastructure project ltd bom,0
neutral,"cents Scout for potential acquisition targets , with detailed insight into the companies financial and operational performance .","centavos Scout para potenciais alvos de aquisição, com uma visão detalhada do desempenho financeiro e operacional das empresas.",cent scout potential acquisition target detail insight company financial operational performance,2
positive,"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .","A receita de carga da Viking Line aumentou 5,4% para EUR 21,46 milhões, e o volume de carga aumentou 2,4% para 70.116 unidades de carga.",viking line cargo revenue increase eur mn cargo volume increase cargo unit,0
negative,"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .","No ano passado, a UPM cortou a produção, fechou fábricas na Finlândia e cortou 700 empregos.",last year upm cut production close mill finland slash job,1
neutral,"Following the issue , the number of shares in the Swedish company will grow by 9 % .","Após a emissão, o número de ações da empresa sueca crescerá 9%.",follow issue number share swedish company grow,2
neutral,"It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .","Ela espera receita entre US $ 8,4 bilhões e US $ 8,7 bilhões, em comparação com estimativas de analistas de US $ 8,67 bilhões.",expect revenue billion billion compare analyst estimate billion,2
negative,"In Q1 of 2009 , Bank of +_land 's net interest income weakened by 10 % to EUR 9.1 mn .","No primeiro trimestre de 2009, a receita líquida de juros do Bank of + _land enfraqueceu em 10% para EUR 9,1 milhões.",q bank land net interest income weaken eur mn,1
neutral,Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,"Cada direito de opção confere ao titular o direito de subscrever uma nova ação a um preço de subscrição de 0,045 EUR durante o período de subscrição que termina em 31 de dezembro de 2013.",option right entitle holder subscribe one new share subscription price eur subscription period end december,2
neutral,"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .","A Componenta, sediada em Helsinque, comprou a empresa turca Doktas em outubro de 2006 por 89 milhões de euros, tornando-se o maior investimento finlandês na Turquia até o momento.",helsinkibased componenta buy turkish list company doktas october million euro make large finnish investment turkey date,2
negative,"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .","A companhia aérea estimou que o cancelamento dos seus voos devido ao encerramento do espaço aéreo europeu, e o processo de reinício do tráfego, causaram à companhia uma perda de 20 milhões de euros, incluindo os custos de alojamento de passageiros retidos.",airline estimate cancellation flight due closure european airspace process recommence traffic cause company loss eurm include cost strand passenger accommodation,1
neutral,s already good position in the technical building services market in Ostrobothnia .,Já é uma boa posição no mercado de serviços técnicos de construção em Ostrobothnia.,already good position technical building service market ostrobothnia,2
neutral,The total project duration is three years and it is valued at some EUR11 .5 m.,"A duração total do projeto é de três anos e está avaliada em cerca de 11,5 milhões de euros.",total project duration three year value eur,2
neutral,The agreement includes application maintenance and support services .,O contrato inclui manutenção de aplicativos e serviços de suporte.,agreement include application maintenance support service,2
neutral,"If Honkarakenne starts production there , it will need a partner for sawmill operations .","Se Honkarakenne iniciar a produção lá, precisará de um parceiro para as operações da serraria.",honkarakenne start production need partner sawmill operation,2
neutral,"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .","A empresa finlandesa de aluguel de maquinários Ramirent Plc (OMX Helsinki: RMR1V) disse na sexta-feira (9 de maio) que seu presidente e CEO, Kari Kallio, informou o conselho de sua intenção de se aposentar no ano de 2009.",finlandbased international machinery rental company ramirent plc omx helsinki rmrv say friday may president ceo kari kallio inform board intention retire year,2
neutral,"After the transaction , Tikkurila has no powder coatings related operations .","Após a transação, a Tikkurila não tem operações relacionadas a revestimentos em pó.",transaction tikkurila powder coating relate operation,2
neutral,The medium-term operative targets of the company remain unchanged .,As metas operacionais de médio prazo da empresa permanecem inalteradas.,mediumterm operative target company remain unchanged,2
neutral,"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .","Jensen, Njastein e Mike Critch, chefe da unidade de negócios da Dovre na América do Norte, se reportarão a Toivola.",jensen njastein mike critch head dovre north america business unit report toivola,2
neutral,"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .","A finlandesa Konecranes está novamente tentando adquirir a italiana Fantuzzi, fabricante de guindastes de pórtico e empilhadeiras retráteis.",finnish konecranes try acquire italian fantuzzi manufacturer gantry crane reach stacker,2
neutral,"When dialing in , the participants should quote 877417 as conference ID .","Ao discar, os participantes devem citar 877417 como ID da conferência.",dial participant quote conference id,2
neutral,"The latest date for registration is on 4 April , 2006 .",A última data para registro é 4 de abril de 2006.,late date registration april,2
neutral,Tracker G400 is a GPS collar for hunting dogs allowing to monitor the dog 's position and movements with a map application for mobile phones .,Tracker G400 é uma coleira GPS para cães de caça que permite monitorar a posição e os movimentos do cão com um aplicativo de mapas para celulares.,tracker g gps collar hunt dog allow monitor dog position movement map application mobile phone,2
neutral,`` We could be there .,“Nós poderíamos estar lá.,could,2
neutral,"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .","Yara Suomi Ltd também fornece produtos químicos de nitrogênio e nitratos técnicos para vários setores da indústria, bem como produtos usados na proteção ambiental.",yara suomi ltd also provide nitrogen chemical technical nitrate various sector industry well product use environmental protection,2
positive,Return on investment was 16.6 % compared to 15.8 % in 2004 .,"O retorno sobre o investimento foi de 16,6% em comparação a 15,8% em 2004.",return investment compare,0
positive,"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .","O programa de recuperação de três anos deve garantir a competitividade futura da Salomon, disse a empresa.",three year turnaround program expect ensure salomon future competitiveness company say,0
neutral,"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .","A família de produtos StoneGate foi projetada para fornecer todos os benefícios de um sistema de gerenciamento unificado, incluindo registro compartilhado, relatórios e auditoria.",stonegate product family design provide full benefit unify management system include share log reporting auditing,2
neutral,Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,A empresa finlandesa de investimentos imobiliários Citycon planeja emitir títulos conversíveis subordinados direcionados a investidores institucionais.,finnish property investment company citycon plan issue direct subordinated convertible bond institutional investor,2
positive,"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .","Em 2007, a Marimekko também abriu lojas-conceito em Yokohama e Nagoya, região central do Japão, em Silver Spring na região metropolitana de Washington DC, EUA, em Graz, região central da Áustria e em Aalborg, norte da Dinamarca.",marimekko also open concept store yokohama nagoya central japan silver spring metropolitan washington dc usa graz central austria aalborg northern denmark,0
neutral,"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",O contrato também inclui o trabalho de instalação em um novo estacionamento de vários andares para cerca de 1.000 veículos.,contract also include installation work new multistorey carpark close vehicle,2
neutral,"The Group 's consolidated net sales for 2009 totaled 1.5 billion euros and it employs approximately 10,000 persons .","As vendas líquidas consolidadas do Grupo em 2009 totalizaram 1,5 bilhão de euros e emprega aproximadamente 10.000 pessoas.",group consolidate net sale total billion euro employ approximately person,2
neutral,"The program included operational improvements and reductions in personnel , mainly in the Netherlands .","O programa incluiu melhorias operacionais e redução de pessoal, principalmente na Holanda.",program include operational improvement reduction personnel mainly netherlands,2
neutral,The sale price was not disclosed .,O preço de venda não foi divulgado.,sale price disclose,2
neutral,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .","Niina Nenonen, atual diretora da Marimekko para as linhas de roupas, bolsas e acessórios, vai assumir essa função.",niina nenonen marimekko current director clothing bag accessory line take role,2
positive,"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound .","No entanto, a Fitch observa que os fundamentos de negócios dos três bancos atualmente permanecem sólidos.",nevertheless fitch note business fundamental three bank currently remain sound,0
neutral,"The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .","A empresa, que emprega 6.400, registrou vendas líquidas de 620 milhões de euros, US $ 823,2 milhões, em 2006.",company employ report net sale mln euro mln,2
neutral,"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .","Informe IR Johanna Koskinen sobre sua participação até 20 de abril às 10h. Uma conferência telefônica para analistas financeiros e investidores, conduzida em inglês, terá início às 15h. Hora da Finlândia (EET).",please inform ir johanna koskinen participation later april telephone conference financial analyst investor conduct english begin pm finnish time eet,2
negative,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .","Frost vendeu ações por US $ 19 milhões a US $ 6,06-7,12 por ação, em comparação com a alta de sexta-feira de US $ 11,33 e a mínima de US $ 10,14.",frost sell share million per share compare friday high low,1
neutral,"The company operates worldwide and employs in total approximately 47,000 persons .",A empresa opera em todo o mundo e emprega um total de aproximadamente 47.000 pessoas.,company operate worldwide employs total approximately person,2
neutral,"It is being developed by Symbian , the software licensing consortium led by Nokia .","Ele está sendo desenvolvido pela Symbian, o consórcio de licenciamento de software liderado pela Nokia.",develop symbian software license consortium lead nokia,2
negative,"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .","O lucro operacional da Lassila & Tikanoja excluindo itens não recorrentes e imputados no segundo trimestre foi de EUR11,3 milhões, abaixo dos EUR13,8 milhões um ano atrás.",lassila tikanoja operating profit exclude nonrecurring imputed item second quarter eur eur year ago,1
neutral,"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia .","""Como parte da promessa de negócios da Eseries, o Nokia E50 foi equipado com uma variedade de soluções de e-mail em um pacote pequeno e estilizado"", disse Dave Grannan, gerente geral de Soluções Corporativas da Nokia.",part eseries business promise nokia e equip variety email solution small stylised package say dave grannan general manager enterprise solution nokia,2
positive,The program 's target is structural cost reductions of about EUR 30mn in 2009 .,O objectivo do programa é a redução dos custos estruturais de cerca de 30 milhões de euros em 2009.,program target structural cost reduction eur mn,0
neutral,"Teollisuuden Voima Oyj , the Finnish utility known as TVO , said it shortlisted Mitsubishi Heavy s EU-APWR model along with reactors from Areva , Toshiba Corp. , GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co. .","Teollisuuden Voima Oyj, a concessionária finlandesa conhecida como TVO, disse que listou o modelo EU-APWR da Mitsubishi Heavy junto com reatores da Areva, Toshiba Corp., GE Hitachi Nuclear Energy e Korea Hydro & Nuclear Power Co..",teollisuuden voima oyj finnish utility know tvo say shortlist mitsubishi heavy euapwr model along reactor areva toshiba corp ge hitachi nuclear energy korea hydro nuclear power co,2
negative,"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 .","Como parte das medidas de reorganização que ocorrerão na primavera de 2006, a Tamglass Finton iniciará negociações de pessoal que afetarão toda a sua equipe de 33.",part reorganisation measure take place spring tamglass finton start personnel negotiation affect entire staff,1
neutral,"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .","Elite Residence Tower, um novo empreendimento da Tameer, está localizado no coração da Marina de Dubai.",elite residence tower new development tameer locate heart dubai marina,2
neutral,"If needed , she provides also further information on ferry connections and hotels .","Se necessário, ela também fornece mais informações sobre conexões de balsa e hotéis.",need provide also information ferry connection hotel,2
